-40.000000,-1.4814739196650526,-1.3619076751393571,-5.706420115879106e-05,-5.707879337377561e-05,1.249322042848532e-05,1.248080051755902e-05,0.0,0.0
-40.000000,-0.8958323461490083,0.1984031069549187,-7.204998375423492e-05,-8.718491199470264e-05,6.804888678521821e-07,1.583734380501547e-06,0.0,0.0
-40.000000,-0.8256540272596192,-0.3041980749271276,-6.083606288078646e-06,1.442694264254106e-06,2.718505858316045e-05,1.743080545618732e-05,0.0,0.0
-40.000000,-1.1790585575936199,-1.3586707307825538,-2.637017570338289e-05,-7.582383739916249e-05,1.679755812693549e-05,5.832317198384783e-05,0.0,0.0
-40.000000,1.0151233001302193,-0.9892388736645295,-7.239818645956179e-06,-1.254256966046407e-05,1.493673050091124e-05,9.764047396661108e-06,0.0,0.0
-40.000000,1.2229172811208273,-0.4504600441917158,-4.391421497700430e-05,-4.849206678339601e-05,3.482995634482548e-05,5.731306701175111e-05,0.0,0.0
-40.000000,-0.7781940384814807,-0.2196892995075067,6.521075246278656e-05,4.395281841863481e-05,-2.365817958404604e-05,-3.905734417839796e-05,0.0,0.0
-40.000000,0.2439820707647831,1.0628240335416954,-1.229025751938697e-05,-1.805899474593211e-05,-3.212156041733367e-05,-2.427283104322696e-05,0.0,0.0
-40.000000,-1.1251968634826623,-1.2002400401357427,-1.532507367785189e-05,1.766045733036210e-05,-1.183958489419452e-04,-1.313444385281387e-04,0.0,0.0
-40.000000,0.1539741193413149,0.5942070743043311,4.833196961774961e-05,9.477734124815363e-05,8.583871297718586e-05,9.352958625078611e-05,0.0,0.0
-40.000000,-0.7525280385013350,0.3210582933205149,-3.136517310744204e-05,-3.726077539533163e-05,-1.290584159995085e-05,7.683935008967092e-06,0.0,0.0
-40.000000,0.3132470998834608,1.7850227895096045,-1.285480673688928e-05,-4.763786703746907e-06,1.439388153371531e-05,-6.423762379289924e-06,0.0,0.0
-40.000000,-0.2229544826968047,-0.3590582196682976,1.772055336403046e-06,-1.093927628792564e-05,-5.303333886343741e-05,-5.393325993035063e-05,0.0,0.0
